id,created_at,text
143767483818590208,2011-12-05 19:03:33,@lauren_vanhappy whitelisting is no longer available; better to scope your campaign within the limits already provided to you. ^TS
143767308991594496,2011-12-05 19:02:52,@jdfwarrior Have you gone through these troubleshooting steps? http://t.co/nsCC7ZoA ^TS
143767018758340608,2011-12-05 19:01:42,"@JohnW86 to request that, you'll need to email api@twitter.com from the email address currently owning the application. ^TS"
142638480630104064,2011-12-02 16:17:18,"@shaunhewitt there's no limit to POST requests. as they aren't rate limited, though there are user-based non-API limits to user actions ^TS"
142637826142515200,2011-12-02 16:14:42,"@square1media Verbosely explain your issue, including the exact URL you're connecting to on http://t.co/QwIwtE7R ^TS"
142637684890927105,2011-12-02 16:14:08,@thatroodskid still not quite ready to announce a date for wider availability ^TS
142373026145648641,2011-12-01 22:42:29,"We're not done enhancing the Search API today. Surprise: Look for ""in_reply_to_status_id"" to finally begin surfacing on @replies. ^TS"
142362890689712128,2011-12-01 22:02:12,Search API's include_entities response will begin including user_mentions like the REST API later today. Enjoy! http://t.co/lXmxp57o ^TS
142274735751962624,2011-12-01 16:11:55,"@arifwic yes, see http://t.co/5tEexIpZ ^TS"
142274555665330176,2011-12-01 16:11:12,@kiele87 it all depends on the coordinates attached to the tweet; different phones/clients will assign differing coordinates. ^TS
142274314320871424,2011-12-01 16:10:14,"@oinopion while there's no official account on http://t.co/qiLN3I6P yet, you can find an in progress accounting at http://t.co/4WWkc0iR ^TS"
142273573661323264,2011-12-01 16:07:17,@RobinZaleski none yet; team still working hard on readying it for wider access. ^TS
142012866348847105,2011-11-30 22:51:20,Working on a mobile Twitter integration? @theSeanCook's iOS5 documentation has arrived. http://t.co/OAdE2Wa0 ^TS
141950704226025473,2011-11-30 18:44:19,Tweet and Follow Button Refresh - http://t.co/bmlvqRzx   ...^JC
141442741019226112,2011-11-29 09:05:51,We're having issues with our SSL widgets and Buttons. We're working with our CDN provider to resolve the issue: http://t.co/JqCru7ZA ^AM
137244863484805121,2011-11-17 19:04:59,"@kcivey it's not a shortener, it's a wrapper. ^TS"
137244725970341889,2011-11-17 19:04:27,@riichard make sure you're using the id_str value and not the id value -- consuming the large ID integer in many languages munges it. ^TS
136543070702419968,2011-11-15 20:36:19,@fakekurrik as real as you need a @twitterapi to be. ^TS
136541709390708736,2011-11-15 20:30:55,New fields arrive today for Search API responses: from_user_name and to_user_name. @kurrik explains: http://t.co/HqzmL0hZ ^TS
136196764511375360,2011-11-14 21:40:13,Twitter Site Issue - Users may currently be experiencing some site issues; our engineers are working on... http://t.co/9Y3i7D34
133651245461282816,2011-11-07 21:05:14,RT @episod: Seattleites and those in such satellites as Portland & Vancouver: Us folks from @twitterapi @ Tea Time in Seattle 11/9 http: ...
133640144317198338,2011-11-07 20:21:07,"Search API will now always return ""real"" Twitter user IDs. The with_twitter_user_id parameter is no longer necessary. An era has ended. ^TS"
133617804527153152,2011-11-07 18:52:21,"User IDs returned by http://t.co/FQYiRDeS are about to match the ""real"" Twitter user IDs: http://t.co/x6HolrPx ^AM"
132580534072250368,2011-11-04 22:10:37,An improved OAuth 1.0a experience http://t.co/FF69ao7n ^ARK
132255030303666176,2011-11-04 00:37:11,User mentions entities in the Search API coming December 1st - http://t.co/lXmxp57o ^AM
132219457899737088,2011-11-03 22:15:49,"We're having an issue with the Search API ""with_twitter_user_id"" parameter (old user IDs are always returned) http://t.co/L5UTZNUP ^AM"
131124187736702976,2011-10-31 21:43:37,"@elishaong still not available for the public yet, keep an eye out for announcements. ^TS"
131123175760203777,2011-10-31 21:39:35,@AdamBlack09 don't believe so ^TS
131112704453787650,2011-10-31 20:57:59,friends/id and followers/id are now including cursor=-1 when it isn't supplied: http://t.co/rUqn5Mf0 ^AM
131047615524634625,2011-10-31 16:39:20,"As planned, we're about to default cursor=-1for friends/id and followers/id. Be sure your code request a cursor! http://t.co/rUqn5Mf0 ^AM"
130029231974526976,2011-10-28 21:12:39,"Issue #83, ""statuses/update returning previous tweet instead of the one just issued,"" has been resolved! http://t.co/2c8fbOJU ^TS"
129382671280377856,2011-10-27 02:23:27,"Teatime - the Developer Tour concludes in Asia: http://t.co/gnaHqvKt  ^JC....If you're a developer in Tokyo or Seoul, please join us!"
129235416195928064,2011-10-26 16:38:18,Empty Timelines - User may currently be experiencing empty timelines; our engineers are working on this... http://t.co/sqxE3r1t
129201323378868224,2011-10-26 14:22:50,statuses/update returning previous tweets instead of the just-submitted tweet as expected. Track issue progress at http://t.co/2c8fbOJU ^TS
128573311826403328,2011-10-24 20:47:20,@MrADJ You'll need to parse JSON results from a search URL like http://t.co/1Nr7kFkN ^TS
128572946565447680,2011-10-24 20:45:53,"@majidalfifi the place field pertains to a specific identified place, rather than just a set of lat/long coordinates. ^TS"
128572811865370624,2011-10-24 20:45:21,@MinnieMcMee Translation: Always use cursor=-1 on friends/ids and followers/ids; it will be the default soon. ^TS
128572614812770304,2011-10-24 20:44:34,"@ialexs Yes, you'll need to make 2 API calls to fetch that set. One should always explicitly use cursor=-1 regardless of the set size. ^TS"
128510970871033856,2011-10-24 16:39:37,Remember we will (re)default cursor=-1 for friends/id and followers/id on Monday 10/31 - http://t.co/rUqn5Mf0 ^AM
127456924772999168,2011-10-21 18:51:13,"Developer Teatime - the tour continues in Chicago, Seattle, and Los Angeles:  http://t.co/VSqlQWax   ^JC"
126031980851757056,2011-10-17 20:29:00,Background Image Issue - Background images are currently unavailable. Our engineers are currently... http://t.co/aFPgoknw
125603541669781504,2011-10-16 16:06:32,"We're temporarily disabling tweet entity support in the Search API. Don't worry, it'll be back soon. http://t.co/tUIaV9ET ^TS"
125298364412735488,2011-10-15 19:53:52,Tweet Delivery Delay - Users may be experiencing issues with tweet delivery; our engineers are currently... http://t.co/tx2foxbg
124905708939513857,2011-10-14 17:53:36,Empty Timelines - Some users may be seeing an empty timeline; our engineering are currently working on... http://t.co/9Gx6IAZJ
124671589794062336,2011-10-14 02:23:17,Photo Upload Issue - Some user may be experiencing an issue when uploading photos. Our Engineers are... http://t.co/ESx2b9UD
124506579096715265,2011-10-13 15:27:36,@bhelsloot Follow up on http://t.co/QwIwtE7R so we can talk in more detail & get to the bottom of it. are you tracking error conditions? ^TS
124500174306414592,2011-10-13 15:02:09,"@teufen correct, this issue can happen essentially to any timeline at random right now, though not widespread ^TS"
124499964389896192,2011-10-13 15:01:19,"@wiresjr from here on out, consider that any URL posted on Twitter is 20 characters long. Sometimes you'll gain, sometimes you'll lose. ^TS"
124499814800039937,2011-10-13 15:00:43,@bhelsloot Ensure that your OAuth Echo implementation is not overly strict/hard-coded in its expectations of params in a valid request ^TS
124226829618917376,2011-10-12 20:55:58,Starting from Monday 10/31 friends/id and followers/id API Resources with include cursor=-1 when it isn't supplied http://t.co/rUqn5Mf0 ^AM
124164558813274113,2011-10-12 16:48:32,"If you're in New York this evening, please join us for Twitter Developer Teatime at the betaworks office tonight! http://t.co/UQTbeTSA  ^JC"
123475803458646017,2011-10-10 19:11:40,All URLs regardless of their length are now automatically wrapped with t.co http://t.co/lmAW9CiV
123461524609187842,2011-10-10 18:14:55,We're about to start wrapping all URLs regardless of their length with the t.co URL wrapper - http://t.co/WYZN445Y ^AM
123453351479361537,2011-10-10 17:42:27,@TiffanyLael they'll still work! t.co wraps them after your tweet is sent. ^TS
123453067407536128,2011-10-10 17:41:19,@cdelauz looks like the event is using #teatimeUK today. ^TS
123452976001060865,2011-10-10 17:40:57,@MartindB74 there are some intermittent issues with that setting be honored at this time. ^TS
123452897815044098,2011-10-10 17:40:39,"@AoX_Mariano if you need more time, describe your use case in the thread linked in the original tweet. thanks. ^TS"
123452662200020992,2011-10-10 17:39:42,@19greg96 it's not for public use at this time. ^TS
123434009249333248,2011-10-10 16:25:35,"Deprecation Notice: show_all_inline_media field on user objects to be removed Nov 9th, 2011; Too soon? Let us know http://t.co/C7Xpg0C1 ^TS"
122410868502822912,2011-10-07 20:39:59,@bmaso We don't know of any issues right now. Double/triple check all token values for validity. Change auth states at all? ^TS
122352691375652866,2011-10-07 16:48:49,"On Nov 7th, the ""real"" user IDs for the Search API will become the default. If you rely on them being wrong, now you can rectify that. ^TS"
122352037605294080,2011-10-07 16:46:13,"Happy Friday! The Search API now supports real user IDs. And tweet entities for URLs, media and hashtags. http://t.co/IAjOAf9D ^TS"
122049931170168833,2011-10-06 20:45:45,"Of course, I meant ""URLs"" w/o protocols, not ""URLs"" w/o domains. Anyway, the sentiment is the same. Oct 10. http://t.co/f725Z8BU ^TS"
122049067051253760,2011-10-06 20:42:19,@HaythemGorgon Follow the display guidelines and the terms of service and you should be ok. ^TS
122048958238425088,2011-10-06 20:41:53,"October 10th is next week & all URLs regardless of length will be wrapped w/ t.co. Also, ""URLs"" without domains. http://t.co/f725Z8BU ^TS"
121707262220832768,2011-10-05 22:04:07,@Nachogarza no date has yet been announced. ^TS
121707192612171777,2011-10-05 22:03:50,@NaijaNupe_ because their tweets are private and not to be shared outside of their own explicit control. ^TS
121687955566886913,2011-10-05 20:47:24,"Twitter Developers - ""Acting on your Feedback"": http://t.co/sM6CrJ1p  ^JC"
121638375198425088,2011-10-05 17:30:23,Introducing the Twitter Platform Issue Tracker http://t.co/YEXepgt8
121336168943063040,2011-10-04 21:29:31,"@NischalShetty we're looking into it, thanks. ^TS"
121330410411143168,2011-10-04 21:06:38,@NischalShetty in what way? is there an error being returned? what is the error? thanks. ^TS
121278748791283712,2011-10-04 17:41:21,"@fbeausoleil Make sure that if you're using a language like Javascript that you use the ""id_str"" field instead of ""id"" - 64-bit integers ^TS"
121275825831149568,2011-10-04 17:29:44,"@fbeausoleil The Search API indeed returns a separate set of IDs, but it will soon gain the ability of returning real member IDs. ^TS"
121257258981138433,2011-10-04 16:15:58,"Twitter, Open Source and the JVM http://t.co/PD8eJ2xF"
119901367367237632,2011-09-30 22:28:08,@AtalMalviya There are currently no public advertising APIs to share. ^TS
119871754675044352,2011-09-30 20:30:28,@19greg96 We recommend sorting by created_at dates instead. You should still technically be able to sort by ID though. ^TS
119870571826778112,2011-09-30 20:25:46,"@dorianmuthig Long-term known issue, mostly resolved with some remaining caes out there. It happens when a tweet is faved just before RTing."
119870317261889536,2011-09-30 20:24:45,"@ernandesmjr An array is a valid response, your JSON parser should tolerate it. ^TS"
119870218242764800,2011-09-30 20:24:21,"@19greg96 You're welcome to do that still if you like, but we recommending treating them as opaque identifiers. ^TS"
119863645055365120,2011-09-30 19:58:14,"New DM IDs becoming 64-bit Snowflake integers now. Remember to use""id_str,"" especially in JS-based environments. http://t.co/3HTZk3fo ^TS"
119563397309272064,2011-09-30 00:05:09,"It's been a busy week. Quick reminder that tomorrow is Sep 30th, and DM IDs will become 64-bit Snowflake integers. http://t.co/3HTZk3fo ^TS"
119527389423341568,2011-09-29 21:42:05,"The Search API will soon have the right user IDs, but we want your input on how to return them. Let @kurrik know: http://t.co/lCiyhkD0 ^TS"
119525997136707584,2011-09-29 21:36:33,"Regarding the change to SSL-only on Streaming API: existing connections will remain active, but when reconnecting please use SSL. ^TS"
119519358040018944,2011-09-29 21:10:10,@OzoneVibe Looks like we overlooked Watchmouse; we'll adjust. ^TS
119470006512779264,2011-09-29 17:54:03,We're rolling back yesterday's cursoring changes on friends & followers IDs. Please use cursors explicitly. Info: http://t.co/caBNmP45 ^TS
119157068174336000,2011-09-28 21:10:33,We're about to fix 2 Friends & Followers REST API Bugs. More info on http://t.co/Kxn0bOKh and http://t.co/caBNmP45 ^AM
119135716352606209,2011-09-28 19:45:42,@y4cast The link I sent you tells you how to deactivate your account. ^TS
119135039572291584,2011-09-28 19:43:01,@heeyitschris Your application record on dev.twitter.com have a placeholder URL as well as you specifying explicit oauth_callback in OAuth?
119124306994266113,2011-09-28 19:00:22,@y4cast Most support information can be found on our support site: http://t.co/gJGAv5Hs ^TS
119081445657554944,2011-09-28 16:10:03,Remember: Tomorrow (September 29th) the Streaming API is turning SSL only - http://t.co/q8uV7mWO ^AM
118789005012779008,2011-09-27 20:48:00,@mchang @noahlt No problems known on our side; what part of the streaming API are you using?
118787601569288193,2011-09-27 20:42:25,@TheUberGuy They should be present now in recently created tweets. ^TS
118724200595853312,2011-09-27 16:30:29,"@greatseth correct, that data is not available. ^TS"
118723909142052864,2011-09-27 16:29:20,@peter_oneill early access is not available; will have to wait until next phase of beta or release. ^TS
118723634998149122,2011-09-27 16:28:15,"@britishturbo Temporary failover state, will be resolved soon. ^TS"
118723583521468418,2011-09-27 16:28:02,"@jcsalterego Yep, known issue should be resolved soon: http://t.co/EJInzCr8 ^TS"
118413081155088384,2011-09-26 19:54:13,Just a reminder that this is happening *today* - deprecating certain Trends API endpoints: http://t.co/0Z8t8Cab    ^JC
118345146038366208,2011-09-26 15:24:16,THIS WEEK: Streaming API going SSL-only on Sep 29 http://t.co/q8uV7mWO & DM IDs going 64-bit on Sep 30 http://t.co/3HTZk3fo ^TS
118340689959456768,2011-09-26 15:06:33,"@DandDAnon When you register your app on dev.twitter.com, it's the API key AKA ""consumer key"" given to you. ^TS"
118340498434957312,2011-09-26 15:05:48,@patrickhammon http://t.co/EcgCa5ts is the best place to ask questions about the platform ^TS
118340408022536192,2011-09-26 15:05:26,"@ljharb No, the revocation process is only available to the end-user. ^TS"
118340168213204993,2011-09-26 15:04:29,"@MichielBijl nothing to announce right now around more-than-one-photo-at-a-time, sorry ^TS"
118339852143038464,2011-09-26 15:03:14,@siimsaarlo We're investigating. Thanks for the report. ^TS
118339785160015872,2011-09-26 15:02:58,@AmrAbdelAziz Are you using http://t.co/BuETD6dx or a variant on that URL? ^TS
118339634928422912,2011-09-26 15:02:22,@BlazeRenaissanc Here's an article that details how we approach spam: http://t.co/sHIK6Cgm ^TS
117358472978370560,2011-09-23 22:03:35,"IMPORTANT: Direct Message IDs will become 64-bit Snowflake IDs on Sep 30, 2011 http://t.co/3HTZk3fo ^TS"
117316882075369472,2011-09-23 19:18:18,Teatime - A Developer Tour: http://t.co/BK2MfTNS     ^JC
117246418120474624,2011-09-23 14:38:19,@Rushcow332 http://t.co/ttmHbkpF & http://t.co/8rTGavEj are probably best ^TS
117246129418158080,2011-09-23 14:37:10,@Justyn thanks! glad the API provides value for you. ^TS
117245786764484609,2011-09-23 14:35:48,"@AaronToponce isn't a field you specify, it's populated as part of consumption. Use @username at start & specify in_reply_to_status_id ^TS"
116916330346721280,2011-09-22 16:46:40,@idibidiartists interesting idea but not in our current plans; third parties could implement though. ^TS
116916117687111680,2011-09-22 16:45:49,@HeyDaveCole Media entities are already available to developers consuming Tweets from REST & Streaming. ^TS
116915952351838208,2011-09-22 16:45:09,@JonasNarvas Web Intents JS Events is as close as you can get. http://t.co/xNtRhWYY ^TS
116915617537327104,2011-09-22 16:43:50,"@edent We've been reading them and collecting them in the background, changing some of our workflows with the tracker. ^TS"
116915267967266816,2011-09-22 16:42:26,@AbuGnais UTC ^TS
116914674670379008,2011-09-22 16:40:05,@arranrp Email api@twitter.com with as many details as possible and 1-3 public-facing IP addresses. Try to do far in advance. ^TS
116582064651894785,2011-09-21 18:38:24,"We are currently looking into an issue with t.co - it's only display related, and does not affect the actual redirect.  ^JC"
116197025351086080,2011-09-20 17:08:24,An Ecosystem Showcase - http://t.co/w075ajcR    ^JC
115903996526460928,2011-09-19 21:44:00,"Twitter Widget May Not Be Working Properly - If your site uses the Twitter widget, it may not be properly... http://t.co/WAWY386F"
115859596026970112,2011-09-19 18:47:34,Twitter text library and t.co links wrapping update http://t.co/RpCEMjgN ^AM
114806668130385920,2011-09-16 21:03:37,"RT @TwBootstrap: Stoked to announce Bootstrap 1.3: javascript plugins (props to @fat), massively updated docs, and more! http://t.co/uXu ..."
114749583439036416,2011-09-16 17:16:47,"Tweet Button, Follow Button, and Web Intents javascript now support SSL http://t.co/9fbA0oYy ^TS"
114390326491361280,2011-09-15 17:29:13,RT @rsarver: Super excited to have @yusukeyamamoto joining the flock! He's the man behind twitter4j and has personally enabled countless ...
114032971903807488,2011-09-14 17:49:13,"You'll begin noticing 20-character long t.co links being created today, the current maximum length specified in help/configuration. ^TS"
113996333848866816,2011-09-14 15:23:38,Tweet Delivery Delay - Some users may be experiencing Tweet delivery delay. Our engineers are currently... http://t.co/7Gn7ErX
113767038647934976,2011-09-14 00:12:30,Reminder that we're deprecating a few duplicative trends API endpoints in roughly two weeks. Please update soon: http://t.co/H9gpC1N  ^JC
113671604227162112,2011-09-13 17:53:17,Introducing Twitter Web Analytics. http://t.co/ATcUdlf ^TS
113354107712049152,2011-09-12 20:51:39,The @twitterapi team is excited to welcome @kurrik as a developer advocate! Keep an eye out for him on http://t.co/DCeO4e2 ^TS
111829969189081088,2011-09-08 15:55:17,URL entities are coming to the Search API in mid-October 2011. http://t.co/rP9XN1z ^TS
111505901059440640,2011-09-07 18:27:33,The delays & disconnections with the Streaming API should no longer be a problem. Keep on streaming. ^TS
111484973898403841,2011-09-07 17:04:23,You may experience delays or disconnections with the many flavors of the Streaming API today. Please avoid aggressive reconnects. ^TS
111206758407606272,2011-09-06 22:38:51,Performance issue with User Streams and Site Streams has just been fixed. Tweet delivery is back to normal. ^AM
111170493331152896,2011-09-06 20:14:45,User Streams and Site Streams are having performance issues; deliveries may be stalled or delayed.  ^TS
109389864092442624,2011-09-01 22:19:10,Login issue on dev.twitter.com is now fixed. Thanks for your patience! ^AM
109382197584199680,2011-09-01 21:48:42,Some may be experiencing problems connecting with the Twitter API or dev.twitter.com. We're working to alleviate the issue. ^TS
109329940998131713,2011-09-01 18:21:03,A note from @jack to Twitter developers: http://t.co/cQk2I2n   ^JD
109308641139638272,2011-09-01 16:56:25,"RT @rsarver: If you're an iOS dev, sample Twitter code is up on Apple's dev site now: http://t.co/wJaLBIw"
108977225663135744,2011-08-31 18:59:29,Issue with Mentions and DM - Some users are currently experiencing issues with Mentions and DMs. We are... http://t.co/CjInfbB
108972467309117440,2011-08-31 18:40:35,Current status on t.co & next steps ahead: http://t.co/izBUAWE ^TS
108946381368074240,2011-08-31 16:56:56,Streaming API turning SSL only on September 29th http://t.co/diAZJcW ^AM
108205960979423232,2011-08-29 15:54:46,"@JsChiSurf @janole it's a transient, temporary failure condition. will be fixed up soon. ^TS"
107204296029908992,2011-08-26 21:34:30,"@BlacklShining not directly that I know of. We don't directly label the language of tweets, so it makes the job difficult. ^TS"
107105387928489984,2011-08-26 15:01:29,@CatDrawingGuy Not at this time ^TS
107105181614870529,2011-08-26 15:00:39,"@KANAAnovick There's no specific instructions for that, but you'd use http://t.co/G6sT0NK to accomplish it, perhaps via a cron job? ^TS"
107104611634130944,2011-08-26 14:58:23,"@931709 is the clock right on your computer? the ""ago"" uses javascript to determine your system's clock relative to posting time. ^TS"
107104395778461696,2011-08-26 14:57:32,"@BarcaGraphics Usually means the API key is wrong/missing on the &lt;script src=""...""&gt; tag that includes @Anywhere javascript.. ^TS"
106831377248432128,2011-08-25 20:52:39,"New blog post: ""Changing the trends API"": http://t.co/H9gpC1N   ^JC"
106800414866944000,2011-08-25 18:49:37,"@ashulita If you recreated API keys, did you subsequently recreate the access token match the new API keys?"
106800298135257088,2011-08-25 18:49:09,@ashulita Did you negotiate the access tokens via OAuth or via the my access token feature on dev.twitter.com? Did you recreate API keys?
106798930817335296,2011-08-25 18:43:43,@jonbergan You can try following up with API Policy by emailing api@twitter.com -- include as much detail as you can. ^TS
106798775951040513,2011-08-25 18:43:07,@CatDrawingGuy I can see the Follow button fine in your sidebar.. ^TS
106798530680721408,2011-08-25 18:42:08,@rob_mccann Usually it's something with a signature base string or param encoding. Some troubleshooting tips: http://t.co/M5Ae5oY ^TS
106798309720596480,2011-08-25 18:41:15,@ashulita 401s happen for a lot of reasons. Have you gone through these troubleshooting steps? http://t.co/M5Ae5oY ^TS
106173548158128128,2011-08-24 01:18:41,"Tweet Delivery Delay - Users may be experiencing a delay in Tweet delivery, we are currently investigating... http://t.co/PtzH7zp"
106034709603164160,2011-08-23 16:06:59,"@C_Pugh03 It's an ""oauth_verifier"" given to your app either in the redirect/callback step or by the user in OOB OAuth. ^TS"
106034391490363392,2011-08-23 16:05:43,@tomy_kaira not yet ^TS
105305005493452801,2011-08-21 15:47:24,dev.twitter.com is still inaccessible from some locations. We're working to restore availability to everyone again. ^TS
104620205317173248,2011-08-19 18:26:15,Bootstrap from Twitter: http://t.co/IO8FjJJ   ^JC
104578800699977728,2011-08-19 15:41:43,"@pckandappan You have to paginate through the whole set, 200 or less statuses at a time. ^TS"
104578389683339264,2011-08-19 15:40:05,"@benchad The Search API needs to support entities to ""unroll"" the URLs for display; we'll get there. ^TS"
104578164939960322,2011-08-19 15:39:12,@AtalMalviya The Search API shouldn't give different results based on requesting IP address. ^TS
104326241842245632,2011-08-18 22:58:09,"@ghostpressbed no, you will need to perform the OAuth sequence for each of those other accounts to obtain access tokens. ^TS"
104326101811208192,2011-08-18 22:57:35,@ikirigin Our photos are still powered by Photobucket. ^TS
104325987348647936,2011-08-18 22:57:08,"@NutriNation dev.twitter.com was having connectivity problems for some earlier, but should now be more widely available again. ^TS"
104325838832549889,2011-08-18 22:56:32,@theonetruebix we're looking into it; if you can follow up with as much detail as possible on http://t.co/c9Btew6 it'll help much! ^TS
104244056732860416,2011-08-18 17:31:34,@vladfridman It's down for some users and not others. We're working on restoring availability to all. ^TS
104226947495772161,2011-08-18 16:23:35,@JeremiahLee We're looking into it. ^TS
104226814188199936,2011-08-18 16:23:03,@meghan_1990 Is it that you can't see them or can't find a way to browse them? Tweets/search are currently the only ways to browse. ^TS
104226364114223106,2011-08-18 16:21:16,"@saurabhbhivandk Twitter does not provide ""long tweet"" services. ^TS"
104225982747131904,2011-08-18 16:19:45,@EventMaxR Not able to reproduce -- see entities coming through fine. ^TS
104225826526076930,2011-08-18 16:19:08,@apeywoo Unfortunately it's not available. ^TS
104046744656023552,2011-08-18 04:27:31,Some continue to have issues connecting to dev.twitter.com and we continue to work on resolving the issue. Thanks for your patience. ^TS
103797976203399169,2011-08-17 11:59:00,Tweet Delivery Delay - Some users may be experiencing a delay in Tweet Delivery. We are currently... http://t.co/irt5rWj
103628545082925056,2011-08-17 00:45:45,Development Site Issue - We are experiencing some issues with our development site. We are currently... http://t.co/RAwToHS
103627196052160512,2011-08-17 00:40:23,"@StudioHitori Yes, a fix is in the works. We'll keep http://t.co/nWT591o updated with the status."
103622484670152705,2011-08-17 00:21:40,You may have noticed degraded performance or unavailability on dev.twitter.com. We're working on rectifying that. ^TS
103574195857920001,2011-08-16 21:09:47,@idibidiartists For many reasons including backwards compatibility and just our operating philosophy of tweets. ^TS
103526941600124928,2011-08-16 18:02:00,Wonder what users in your favorite lists are retweeting? The Lists API now has opt-in support for retweets. http://t.co/pPf6vnr ^TS
103511184988311552,2011-08-16 16:59:24,"@perl_api A few reasons, but primarily that we want a single path to be used for upgrading permissions. ^TS"
103510932386357248,2011-08-16 16:58:24,@sowrey Not that I'm aware of. Can you follow up in our discussions with steps to reproduce?: http://t.co/c9Btew6 ^TS
103509414044123137,2011-08-16 16:52:22,"@itskomplicated Yes, we certainly are. ^TS"
103266660521226240,2011-08-16 00:47:45,Twitter's t.co URL wrapper now wraps all URLs 19 characters long and greater. http://t.co/29OxIoR ^TS
103236083629826048,2011-08-15 22:46:15,Applications can now upload pictures with tweets. Get started with the new statuses/update_with_media method: http://t.co/f6Av2Il ^TS
103171295843328000,2011-08-15 18:28:48,@MetaKCH but would only appear on home timeline if the user was following the other. ^TS
103171231448178689,2011-08-15 18:28:33,"@MetaKCH You've got it right, it wouldn't be considered a reply anymore -- only an @mention. It would appear in their mentions/activity. ^TS"
101704983635955712,2011-08-11 17:22:12,@dotnetjunky @thesonjake Not really. ^TS
101699703481171970,2011-08-11 17:01:13,"@biesnecker It's possible to use them technically speaking, but our filtering isn't optimized for them & results won't be great. ^TS"
101699580474822656,2011-08-11 17:00:44,@dotnetjunky email is not available -- you'll have to ask them directly for it if you want it. ^TS
101376652961005568,2011-08-10 19:37:32,"Know the phrase ""canary in a coal mine?"" We're testing Aug 15's t.co behavior this week. See issues? Want info? : http://t.co/61XgfLS ^TS"
101352766479417345,2011-08-10 18:02:37,@neave @poke No time frame is available right now. We'll let you all know when it's ready. ^TS
101352540649701376,2011-08-10 18:01:43,"@dessertapples It's the way that applications interact & communicate with another service, like Twitter. ^TS"
101352434181488640,2011-08-10 18:01:18,"@korenaga we're working on it, thanks. ^TS"
101352347506196480,2011-08-10 18:00:57,@SirAddm The photo upload API is not yet available. ^TS
101352291138940928,2011-08-10 18:00:43,"@scottmccarville we're working on fixing it, thanks. ^TS"
101352039539421184,2011-08-10 17:59:43,"@larrytruett Working as far as we know. Occasional dupes are normal. If having trouble, give more details on http://t.co/c9Btew6 ^TS"
101039099535818752,2011-08-09 21:16:13,@poke Uploads via API will indeed be possible some day. ^TS
100986997165916160,2011-08-09 17:49:11,@rochers Send an email to api@twitter.com from email associated with current owner of app. Include @username of target account & details ^TS
100963367228944385,2011-08-09 16:15:17,The issues you may have had connecting to the Streaming API should now be resolved. ^TS
100949276162666498,2011-08-09 15:19:17,We've got some streaming issues this morning; currently under investigation. Stay tuned on the status page: http://t.co/nWT591o ^TS
100941564674719744,2011-08-09 14:48:39,"@prunuzmume depends on the purpose, is this for a research project? If so, email api-research@twitter.com ^TS"
100940630187974656,2011-08-09 14:44:56,@rajned18 there is no API method for logging out. You should have your browser clear sessions/cookies between uses. ^TS
100617759918006273,2011-08-08 17:21:58,@duncan_m Email api@twitter.com for specific policy questions w/ expanded details. Should make same efforts to maintain privacy/user wishes
99888811282137088,2011-08-06 17:05:23,Tweet Delivery Delay - Some users may be experience delays in their Tweet delivery. This issue is currently... http://t.co/REmgRL2
99512139059965953,2011-08-05 16:08:37,Our next steps with the t.co link wrapper http://t.co/1qEAkXl ^TS
99211271773237248,2011-08-04 20:13:05,@mikemedrzycki make sure you're persisting access tokens. Ask on http://t.co/c9Btew6 for more help ^TS
99211153703575553,2011-08-04 20:12:36,@rajned18 such a method does not exist -- session is separate from the API & not controllable. Better to reset session in browser. ^TS
99172077151584256,2011-08-04 17:37:20,@poke Feel free to post them on one of the discussion groups at http://t.co/c9Btew6 or email api@twitter.com ^TS
99171841792417792,2011-08-04 17:36:24,"@robocallaghan no, apps used by a user aren't part of the API. ^TS"
99171713379598337,2011-08-04 17:35:53,@chriszuccaro not with a single API call ^TS
98905814814822400,2011-08-03 23:59:18,Tweet Delivery Delay - Some users may be experiencing a delay in tweet delivery. This issue is currently... http://t.co/pZLQXXm
98791156602777601,2011-08-03 16:23:41,@ikirigin Use the Streaming API to detect retweets in realtime -- the first 100 and beyond. REST API only supports the 100 for now. ^TS
98790382372012032,2011-08-03 16:20:37,@papuwanewgnear Email api-research@twitter.com with more details on your project to apply. ^TS
98789989709656064,2011-08-03 16:19:03,@BustyMocha Probably not real: See http://t.co/FN9SVSV from @support ^TS
98789768183296002,2011-08-03 16:18:10,@canzhiyeApp_Dev we haven't stopped granting xAuth to iPhone devs. Process is the same as it's been. ^TS
98114793243820032,2011-08-01 19:36:04,@5ypher try asking in our discussions area for detailed help: http://t.co/QQedxHY
98114318930935809,2011-08-01 19:34:11,"@evanblack looking into it, thanks. ^TS"
96709961689739265,2011-07-28 22:33:46,"There's a new field you'll encounter in tweet objects with the REST & Streaming APIs, ""possibly_sensitive."" Info: http://t.co/UoaBtzN ^TS"
96353268757823488,2011-07-27 22:56:24,"Hi all, we'll close out the Twitter Developer Survey this week, so if you haven't, please fill it out. Thanks!  http://t.co/89AJh0z   ^JC"
96020362357243904,2011-07-27 00:53:33,"Our latest blog post: ""Open Web Camp 3 - From API to Website"":  http://t.co/IOaW26F   ^JC"
95913750296674305,2011-07-26 17:49:54,@MarketMeSuite none yet but should be this week. We'll track it on http://t.co/XHIoRoy ^TS
